% Module: Plotter Math Tracking, ID: c0p1t5p1cfm0
% Devices: DEV5081
% Time: 2024/02/22 22:01:31
% Cursor Area Average,  /local/math/dev5081/c0p1t5p1cfm0p0/_dev5081_imps_0_sample:Bias/cursorarea.avg
% Time (s), Average (V)
% Cursor Area Average,  /local/math/dev5081/c0p1t5p1cfm0p0/_dev5081_imps_0_sample:Param1/cursorarea.avg
% Time (s), Average (F)
-1613.6; -1
-1613.498; -1
-1613.399; -1
-1613.291; -1
-1613.196; -1
-1613.096; -1
-1612.998; -1
-1612.896; -1
-1612.798; -1
-1612.686; -1
-1612.595; -1
-1612.505; -1
-1612.392; -1
-1612.291; -1
-1612.174; -1
-1612.1; -1
-1611.604; -1
-1611.576; -1
-1611.486; -1
-1611.398; -1
-1611.3; -1
-1611.187; -1
-1611.098; -1
-1610.998; -1
-1610.888; -1
-1610.8; -1
-1610.685; -1
-1610.598; -1
-1610.498; -1
-1610.398; -1
-1610.295; -1
-1610.195; -1
-1610.075; -1
-1609.99; -1
-1609.875; -1
-1609.796; -1
-1609.307; -1
-1609.283; -1
-1609.187; -1
-1609.092; -1
-1608.992; -1
-1608.893; -1
-1608.786; -1
-1608.678; -1
-1608.581; -1
-1608.485; -1
-1608.39; -1
-1608.301; -1
-1608.201; -1
-1608.056; -1
-1607.996; -1
-1607.886; -1
-1607.797; -1
-1607.701; -1
-1607.6; -1
-1607.5; -1
-1607.386; -1
-1607.297; -1
-1607.198; -1
-1607.095; -1
-1606.997; -1
-1606.898; -1
-1606.396; -1
-1606.372; -1
-1606.29; -1
-1606.197; -1
-1606.05; -1
-1606.005; -1
-1605.904; -1
-1605.789; -1
-1605.702; -1
-1605.591; -1
-1605.502; -1
-1605.387; -1
-1605.302; -1
-1605.202; -1
-1605.086; -1
-1604.999; -1
-1604.899; -1
-1604.794; -1
-1604.695; -1
-1604.599; -1
-1604.103; -1
-1604.044; -1
-1603.989; -1
-1603.89; -1
-1603.794; -1
-1603.689; -1
-1603.602; -1
-1603.49; -1
-1603.4; -1
-1603.288; -1
-1603.201; -1
-1603.088; -1
-1603.003; -1
-1602.898; -1
-1602.8; -1
-1602.695; -1
-1602.592; -1
-1602.48; -1
-1602.401; -1
-1602.287; -1
-1602.201; -1
-1602.097; -1
-1601.975; -1
-1601.891; -1
-1601.791; -1
-1601.314; -1
-1601.286; -1
-1601.192; -1
-1601.09; -1
-1600.994; -1
-1600.896; -1
-1600.795; -1
-1600.697; -1
-1600.593; -1
-1600.503; -1
-1600.391; -1
-1600.297; -1
-1600.203; -1
-1600.093; -1
-1599.998; -1
-1599.868; -1
-1599.794; -1
-1599.701; -1
-1599.602; -1
-1599.502; -1
-1599.002; -1
-1598.977; -1
-1598.887; -1
-1598.799; -1
-1598.696; -1
-1598.599; -1
-1598.487; -1
-1598.398; -1
-1598.294; -1
-1598.195; -1
-1598.093; -1
-1597.995; -1
-1597.896; -1
