% Module: Plotter Math Tracking, ID: c0p1t5p1cfm0
% Devices: DEV5081
% Time: 2024/02/20 20:27:02
% Cursor Area Average,  /local/math/dev5081/c0p1t5p1cfm0p0/_dev5081_imps_0_sample:Param1/cursorarea.avg
% Time (s), Average (F)
-299.879; 5.82703e-11
-299.776; 5.82729e-11
-299.683; 5.82755e-11
-299.563; 5.82785e-11
-299.481; 5.82804e-11
-299.36; 5.82834e-11
-299.27; 5.82858e-11
-299.172; 5.82882e-11
-299.078; 5.82906e-11
-298.971; 5.82933e-11
-298.877; 5.82957e-11
-298.771; 5.82982e-11
-298.676; 5.83002e-11
-298.57; 5.83031e-11
-298.472; 5.83055e-11
-298.383; 5.83078e-11
-298.267; 5.83108e-11
-298.165; 5.83133e-11
-298.071; 5.83158e-11
-297.971; 5.83185e-11
-297.871; 5.83206e-11
-297.777; 5.83233e-11
-297.296; 5.8326e-11
-297.241; 5.83262e-11
-297.177; 5.83385e-11
-297.069; 5.8341e-11
-296.976; 5.83434e-11
-296.862; 5.83456e-11
-296.775; 5.8348e-11
-296.667; 5.83503e-11
-296.577; 5.8353e-11
-296.467; 5.83554e-11
-296.377; 5.83582e-11
-296.26; 5.83613e-11
-296.171; 5.83636e-11
-296.075; 5.83658e-11
-295.973; 5.83685e-11
-295.877; 5.83708e-11
-295.769; 5.83736e-11
-295.676; 5.8376e-11
-295.583; 5.83784e-11
-295.475; 5.8381e-11
-295.371; 5.83838e-11
-295.272; 5.83855e-11
-295.148; 5.83881e-11
-295.068; 5.83902e-11
-294.984; 5.83927e-11
-294.51; 5.8395e-11
-294.487; 5.83955e-11
-294.466; 5.84e-11
-294.368; 5.8407e-11
-294.275; 5.84089e-11
-294.182; 5.84113e-11
-294.074; 5.84134e-11
-293.982; 5.8416e-11
-293.874; 5.84181e-11
-293.77; 5.84204e-11
-293.685; 5.84227e-11
-293.578; 5.84255e-11
-293.477; 5.84273e-11
-293.38; 5.84302e-11
-293.27; 5.84325e-11
-293.178; 5.84352e-11
-293.068; 5.84368e-11
-292.977; 5.84394e-11
-292.878; 5.84413e-11
-292.776; 5.84447e-11
-292.321; 5.84463e-11
-292.296; 5.84468e-11
-292.274; 5.8452e-11
-292.172; 5.8459e-11
-292.076; 5.8461e-11
-291.983; 5.84633e-11
-291.876; 5.8458e-11
-291.765; 5.84567e-11
-291.675; 5.84555e-11
-291.58; 5.84545e-11
-291.482; 5.8454e-11
-291.369; 5.84536e-11
-291.281; 5.84536e-11
-291.179; 5.84535e-11
-291.054; 5.84535e-11
-290.976; 5.84534e-11
-290.879; 5.8454e-11
-290.762; 5.84554e-11
-290.666; 5.84563e-11
-290.577; 5.84574e-11
-290.479; 5.84582e-11
-290.366; 5.84585e-11
-290.277; 5.84585e-11
-290.184; 5.84585e-11
-290.065; 5.84583e-11
-289.601; 5.84584e-11
-289.578; 5.84583e-11
-289.467; 5.84577e-11
-289.37; 5.84577e-11
-289.285; 5.84577e-11
-289.171; 5.84578e-11
-289.077; 5.84571e-11
-288.969; 5.84572e-11
-288.868; 5.84571e-11
-288.782; 5.84573e-11
-288.667; 5.84572e-11
-288.58; 5.84568e-11
-288.47; 5.84566e-11
-288.377; 5.84563e-11
-288.264; 5.84558e-11
-288.176; 5.84555e-11
